;CNPJ BÁSICO;NOME FANTASIA;CNAE FISCAL PRINCIPAL;EMDERECO COMPLETO;ID;LAT;LON;Zonas;TIPO
10434;43940448;SCP - WRS SOROCABA;8599604;MINISTRO JOSE AMERICO ,326 - PARQUE IRACEMA ,FORTALEZA - CE;5772;-3.8120014;-38.4973208;Zona_216;consultoria treinamentos servicos
10435;35463171;TRADE POINT;7319002;SARGENTO HERMINIO SAMPAIO ,3100 - PRESIDENTE KENNEDY ,FORTALEZA - CE;9172;-3.7259988;-38.5676153;Zona_127;representacoes servicos consultoria
10436;19503041;MERCADINHO CARLA;4729699;FREI ODILON ,124 - ALVARO WEYNE ,FORTALEZA - CE;10950;-3.720925;-38.5705162;Zona_28;acai suplementos alimentos
10437;2541577;FARMACIA PHARMA VIDA;4771701;DEPUTADO CASTELO DE CASTRO ,636 - JANGURUSSU ,FORTALEZA - CE;13359;-3.8349817;-38.5218129;Zona_138;farmacia farma drogaria
10438;35820271;JVHS SERVICOS MEDICOS E ODONTOLOGICOS;8630503;WASHINGTON SOARES ,3663 - EDSON QUEIROZ ,FORTALEZA - CE;5270;-3.7881744;-38.47970119529657;Zona_344;servicos medicos clinica
10439;53017779;MENTAL CENTER FORTALEZA;8630503;SANTOS DUMONT ,2789 - ALDEOTA ,FORTALEZA - CE;5527;-3.7329008;-38.509812246842685;Zona_173;servicos medicos clinica
10440;10141318;PANIFICADORA BOM PAO 2;1091102;ALANIS MARIA LAURINDO DE OLIVEIRA ,1120 - CONJUNTO CEARA II ,FORTALEZA - CE;14223;-3.7726263;-38.6115802;Zona_110;panificadora pao confeitaria
10441;23049996;M G CONSULTORIA;8599604;SARGENTO HERMINIO SAMPAIO ,3100 - PRESIDENTE KENNEDY ,FORTALEZA - CE;5865;-3.7259988;-38.5676153;Zona_127;consultoria treinamentos servicos
10442;33366639;VENDASWAY;8599604;MARTINS DE ARAUJO ,501 - LAGOA REDONDA ,FORTALEZA - CE;5724;-3.8329388;-38.4642739;Zona_82;consultoria treinamentos servicos
10443;8151859;NEIDE DO CAMARAO;5611203;ABOLICAO ,4772 - MUCURIPE ,FORTALEZA - CE;4520;-3.7241071;-38.4819627;Zona_186;acai lanches cafe
10444;44742437;LIDART SERVICOS ADMINISTRATIVOS E DE TREINAMENTOS;8211300;MARCONDES PEREIRA ,1368 - DIONISIO TORRES ,FORTALEZA - CE;560;-3.7504006;-38.50469138145965;Zona_220;servicos consultoria coworking
10445;5974367;M & N MODAS INTIMAS;4781400;VINTE E QUATRO DE MAIO ,435 - CENTRO ,FORTALEZA - CE;1590;-3.7255996;-38.5313822;Zona_227;moda confeccoes modas
10446;50047948;DL FIGUEIREDO;6204000;DOUTOR BATISTA DE OLIVEIRA ,668 - COCO ,FORTALEZA - CE;15150;-3.74401775;-38.48129567314752;Zona_247;consultoria tecnologia tech
10447;41588526;KAZAUTO;4530703;TRISTAO GONCALVES ,1304 - CENTRO ,FORTALEZA - CE;8995;-3.7331495;-38.5353587;Zona_285;pecas auto servicos
10448;37796555;FAP EMPREENDIMENTOS IMOBILIARIOS;6810201;DOUTOR GILBERTO STUDART ,55 - COCO ,FORTALEZA - CE;12996;-3.7413961;-38.4873288;Zona_154;empreendimentos imoveis imobiliarios
10449;38591435;IRC INTELIGENCIA & TECNOLOGIA;6204000;OLIVEIRA PAIVA ,1600 - CIDADE DOS FUNCIONARIOS ,FORTALEZA - CE;15214;-3.7957218;-38.4920152;Zona_244;consultoria tecnologia tech
10450;32159597;JEXPRESS;4930202;ENGENHEIRO LEAL LIMA VERDE ,1100 - SAPIRANGA / COITE ,FORTALEZA - CE;10681;-3.7986854;-38.4755847;Zona_94;transportes transporte logistica
10451;15739740;DESTAK CONSTRUCOES;4120400;MARIA TOMASIA ,700 - ALDEOTA ,FORTALEZA - CE;3203;-3.736031;-38.4959646;Zona_68;construcoes engenharia construtora
10452;7913335;MERCADINHO ALDENORA;4712100;GENERAL OSORIO DE PAIVA ,4675 - CANINDEZINHO ,FORTALEZA - CE;3587;-3.8004245;-38.59734234581979;Zona_213;mercadinho comercial mercearia
10453;16880091;ALIANCA SERVICOS;4530703;DUARTE COELHO ,399 - PAUPINA ,FORTALEZA - CE;9111;-3.86266965;-38.49370774303959;Zona_356;pecas auto servicos
10454;8997588;MARINA RENT A CAR;7711000;MONSENHOR TABOSA ,1071 - MEIRELES ,FORTALEZA - CE;12534;-3.7248255;-38.51140745366962;Zona_284;car rent locacoes
10455;30535396;CONSULTORIO ODONTODOLOGICO LOURENCO;8630504;DOUTOR JOAQUIM BENTO ,195 - MESSEJANA ,FORTALEZA - CE;7809;-3.8289197;-38.4898853;Zona_20;odontologia clinica odonto
10456;26424782;ROUXINOL EMPREENDIMENTO IMOBILIARIO SPE LTDA;4110700;RUI BARBOSA ,1975 - ALDEOTA ,FORTALEZA - CE;7910;-3.7399488;-38.51041755090909;Zona_306;empreendimentos incorporacoes ltda
10457;39843025;NEEMIAS CONSTRUCOES;4744099;PARANA ,SN - PANAMERICANO ,FORTALEZA - CE;8376;-3.7561114;-38.5676406;Zona_299;construcao construcoes deposito
10458;11179069;IZABEL COSMETICOS;4772500;LIBERATO BARROSO ,307 - CENTRO ,FORTALEZA - CE;12221;-3.72784565;-38.53052104189234;Zona_227;cosmeticos distribuidora perfumaria
10459;9720918;JRA AUTO PECAS E SERVICOS;4530703;OSORIO DE PAIVA ,4000 - BOM JARDIM ,FORTALEZA - CE;8915;-3.7975892;-38.5952505;Zona_213;pecas auto servicos
10460;51110578;JLA SERVICOS ADMINISTRATIVOS;8211300;OSVALDO CRUZ ,2011 - ALDEOTA ,FORTALEZA - CE;287;-3.7336407;-38.4996805;Zona_290;servicos consultoria coworking
10461;39905439;PDM CAR;4511102;DOUTOR SILAS MUNGUBA ,650 - PARANGABA ,FORTALEZA - CE;11933;-3.7778078;-38.5618367;Zona_205;veiculos car multimarcas
10462;46785932;ACAILANDIA COMERCIO;5611203;VASCO DA GAMA ,913 - MONTESE ,FORTALEZA - CE;4823;-3.7615888;-38.5494792;Zona_228;acai lanches cafe
10463;7041040;4 REDES;4752100;FREI CIRILO ,3840 - MESSEJANA ,FORTALEZA - CE;13523;-3.81833235;-38.49779248545055;Zona_9;cell celular imports
10464;42821631;BEEMED;7490104;BARBOSA DE FREITAS ,1741 - ALDEOTA ,FORTALEZA - CE;11576;-3.7410653;-38.4985591;Zona_207;negocios saude gestao
10465;37795266;FOR EXPRESS;4930202;MARINHO SILVA ,55 - PASSARE ,FORTALEZA - CE;10766;-3.822705;-38.5345812;Zona_337;transportes transporte logistica
10466;11352126;HIDROFEST;9313100;CUIABA ,182 - JOQUEI CLUBE ,FORTALEZA - CE;9724;-3.7706797;-38.57547511532408;Zona_147;academia fitness pilates
10467;860696;DANIEL MOTOS;4541206;GENERAL SAMPAIO ,1524 - CENTRO ,FORTALEZA - CE;16497;-3.7317423;-38.532585;Zona_227;motos moto pecas
10468;34673507;D'GIRL FITNESS;4781400;CASTRO E SILVA ,1216 - CENTRO ,FORTALEZA - CE;1147;-3.7209331;-38.5358819;Zona_151;moda confeccoes modas
10469;48087817;MULTI SOLUCOES IMOBILIARIAS;8211300;TENENTE BENEVOLO ,316 - CENTRO ,FORTALEZA - CE;593;-3.7253052;-38.5182201;Zona_95;servicos consultoria coworking
10470;49740453;FACIL MEDICAL;6920601;PEREIRA FILGUEIRAS ,1931 - MEIRELES ,FORTALEZA - CE;6390;-3.7306677;-38.5054737;Zona_173;contabilidade contabil assessoria
10471;17019600;AZILADOS;5611203;GODOFREDO MACIEL ,2640 - MARAPONGA ,FORTALEZA - CE;4732;-3.7986215;-38.570909;Zona_132;acai lanches cafe
10472;50213770;PADRAO AUTO CENTER;4520001;PADRE VALDEVINO ,401 - CENTRO ,FORTALEZA - CE;10096;-3.7378439;-38.5203384;Zona_317;auto car center
10473;14946250;MS CERTIFICACAO DIGITAL;8219999;CONEGO DE CASTRO ,4670 - CANINDEZINHO ,FORTALEZA - CE;14317;-3.80607085;-38.59325322412344;Zona_352;servicos consultoria assessoria
10474;42998621;CLINICA LECHAIM FISIOTERAPIA;8650004;SARGENTO HERMINIO SAMPAIO ,1628 - MONTE CASTELO ,FORTALEZA - CE;16456;-3.72516075;-38.55526705568496;Zona_122;clinica fisioterapia saude
10475;39249931;ELEV JARDINS DE FATIMA;4110700;DOM LUIS ,880 - ALDEOTA ,FORTALEZA - CE;8027;-3.7345613;-38.4937465;Zona_68;empreendimentos incorporacoes ltda
10476;41073154;JAMES BAR PETISCARIA;5611201;PAULINA DE ARRUDA ,1878 - BARROSO ,FORTALEZA - CE;2039;-3.8286362;-38.5119433;Zona_131;restaurante pizzaria pizza
10477;43208040;IGREJA DEUS E AMOR;9491000;TERESA CRISTINA ,944 - CENTRO ,FORTALEZA - CE;10416;-3.7302731;-38.5377245;Zona_160;igreja deus comunidade
10478;41128534;TABOSAG INFORMATICA;6204000;DOUTOR JOAO AMORA ,686 - MANOEL SATIRO ,FORTALEZA - CE;15129;-3.7999081;-38.5806813;Zona_153;consultoria tecnologia tech
10479;49616520;PRIME FOOD VC;5611203;MARIA TOMASIA ,22 - ALDEOTA ,FORTALEZA - CE;4655;-3.7342275;-38.501741;Zona_290;acai lanches cafe
10480;29102689;ELOHPLAST;4789099;JOSE NOGUEIRA ,117 - PEDRAS ,FORTALEZA - CE;11791;-3.8886992;-38.5089366;Zona_305;embalagens festas casa
10481;35907023;ED MOTOS;4530703;MARIA QUINTINO ,177 - PARQUE SANTA MARIA ,FORTALEZA - CE;9035;-3.8540766;-38.5005635;Zona_46;pecas auto servicos
10482;20648767;SPOT LUZ E CONCEITO;6462000;RUI BARBOSA ,1435 - ALDEOTA ,FORTALEZA - CE;11024;-3.735337;-38.5089969;Zona_173;participacoes holding empreendimentos
10483;52953790;MARIA BEATRIZ PSICOLOGIA;8650003;MONSENHOR BRUNO ,1153 - ALDEOTA ,FORTALEZA - CE;13948;-3.7331422;-38.5094438;Zona_173;psicologia clinica saude
10484;41592163;MERCADINHO SANTA RITA;4712100;FRANCA ,1075 - MARAPONGA ,FORTALEZA - CE;3781;-3.79264765;-38.563552930250594;Zona_313;mercadinho comercial mercearia
10485;36604070;MICHELE FRANCA ESTETICA AVANCADA E REJUVENESCIMENTO;9602502;MARCOS MACEDO ,1333 - ALDEOTA ,FORTALEZA - CE;15259;-3.736444;-38.4905576;Zona_68;estetica clinica studio
10486;15175587;FASHION COUTURE;1412601;JOAQUIM NABUCO ,720 - MEIRELES ,FORTALEZA - CE;4224;-3.7318124;-38.50036265732126;Zona_290;confeccoes jeans moda
10487;21042423;CORDEIRO VEICULOS;4511102;PONTES VIEIRA ,1294 - SAO JOAO DO TAUAPE ,FORTALEZA - CE;11905;-3.753115;-38.5165464;Zona_315;veiculos car multimarcas
10488;53459671;FORTAL TRAVESSEIROS;1412601;DOUTOR SILAS MUNGUBA ,3039 - ITAPERI ,FORTALEZA - CE;4099;-3.7858744;-38.5514296;Zona_254;confeccoes jeans moda
10489;12368882;NEVES JEANS;1412601;SAUDADE ,204 - MONTESE ,FORTALEZA - CE;4347;-3.7697375;-38.54445510934143;Zona_286;confeccoes jeans moda
10490;49149738;NM CONSTRUCOES E LOCACOES;4120400;ENGENHEIRO LEAL LIMA VERDE ,1100 - SAPIRANGA / COITE ,FORTALEZA - CE;2840;-3.7986854;-38.4755847;Zona_94;construcoes engenharia construtora
10491;53843919;XP CARGAS;4930202;TIBURCIO FROTA ,1320 - SAO JOAO DO TAUAPE ,FORTALEZA - CE;10783;-3.7545695;-38.5077696;Zona_200;transportes transporte logistica
10492;47817389;PASTELETO;5611201;DESEMBARGADOR PRAXEDES ,1313 - PARREAO ,FORTALEZA - CE;2099;-3.7636779;-38.5408485;Zona_13;restaurante pizzaria pizza
10493;52388506;JN NOGUEIRA ENGENHARIA;7112000;CLEITON HELAIDE PIMENTA ,327 - JARDIM DAS OLIVEIRAS ,FORTALEZA - CE;7059;-3.7834075;-38.4969841;Zona_113;engenharia servicos consultoria
10494;26300415;FARMACIA FARMA&VIDA;4771701;PEDESTRE 2 (PQ STA MARIA) ,536 - PARQUE SANTA MARIA ,FORTALEZA - CE;13379;-3.8546249;-38.5032122;Zona_46;farmacia farma drogaria
10495;6085893;CLINICA SAUDE IDEAL;8630503;WASHINGTON SOARES ,1400 - EDSON QUEIROZ ,FORTALEZA - CE;5379;-3.76122565;-38.48247179380213;Zona_238;servicos medicos clinica
10496;29304475;BAHIANO BOLSAS;4781400;ENGENHEIRO RONALDO DE CASTRO BARBOSA ,534 - PARQUE MANIBURA ,FORTALEZA - CE;1729;-3.7871337;-38.4881694;Zona_184;moda confeccoes modas
10497;23159454;CITIO COWORKING;8211300;JOAQUIM NABUCO ,3058 - DIONISIO TORRES ,FORTALEZA - CE;714;-3.7514559;-38.50662851131433;Zona_220;servicos consultoria coworking
10498;36740896;PREMIUM CAR;4511102;EDUARDO PORTO ,68 - MESSEJANA ,FORTALEZA - CE;11997;-3.8330732;-38.4955455;Zona_229;veiculos car multimarcas
10499;35089242;TOURSTAR TURISMO;7911200;PINTOR ANTONIO BANDEIRA ,3320 - PRAIA DO FUTURO I ,FORTALEZA - CE;15019;-3.74640395;-38.45353839433879;Zona_118;turismo viagens agencia
10500;63552335;LUTHI TREINAMENTOS;8599604;SEBASTIAO DE ABREU ,9 - MARAPONGA ,FORTALEZA - CE;5839;-3.7922149;-38.566592;Zona_262;consultoria treinamentos servicos
10501;31971454;SORVETERIA OLIVEIRA;5611203;PADRE ANTONIO TOMAS ,33 - ALDEOTA ,FORTALEZA - CE;4776;-3.7387802;-38.50333600722431;Zona_207;acai lanches cafe
10502;36415626;CRISTIANE SPANOS ORTODONTIA;8630504;SANTOS DUMONT ,5753 - PAPICU ,FORTALEZA - CE;7708;-3.7444872;-38.4724251;Zona_16;odontologia clinica odonto
10503;46690666;+ UTIL;4789099;SENADOR FERNANDES TAVORA ,3256 - GENIBAU ,FORTALEZA - CE;11668;-3.7549311;-38.5994004;Zona_232;embalagens festas casa
10504;22520412;HEBERT FRUTAS;4729699;GENERAL CLARINDO DE QUEIROZ ,1745 - CENTRO ,FORTALEZA - CE;10874;-3.73004865;-38.53915958438674;Zona_160;acai suplementos alimentos
10505;7833965;SEARA;6821801;DOM LUIS ,880 - ALDEOTA ,FORTALEZA - CE;9551;-3.7345613;-38.4937465;Zona_68;imoveis imobiliaria imobiliarios
10506;47083604;IMOBILIARIA BRILHANTES IMOVEIS;6821801;MONSENHOR BRUNO ,1153 - ALDEOTA ,FORTALEZA - CE;9525;-3.7331422;-38.5094438;Zona_173;imoveis imobiliaria imobiliarios
10507;73349417;LENI CABELEIREIRO;9602501;BARBOSA DE FREITAS ,1415 - ALDEOTA ,FORTALEZA - CE;10270;-3.7382624;-38.4976052;Zona_207;beleza studio barbearia
10508;40075099;OTICA PREFERENCIAL;4774100;DOUTOR JOAQUIM BENTO ,532 - MESSEJANA ,FORTALEZA - CE;11247;-3.8286345;-38.4868802;Zona_20;otica optica oticas
10509;44896316;DIDE GOURMET;5611203;ELIZEU ORIA ,1067 - SAPIRANGA / COITE ,FORTALEZA - CE;4657;-3.7972158;-38.4770314;Zona_94;acai lanches cafe
10510;7451039;REQUINTE PLANOS DE SAUDE;6622300;13 DE MAIO ,1422 - FATIMA ,FORTALEZA - CE;14056;-3.74750775;-38.53112170237713;Zona_19;seguros corretora saude
10511;21626580;MED SURE SERVICOS MEDICOS;8630503;SANTOS DUMONT ,1740 - ALDEOTA ,FORTALEZA - CE;5407;-3.7329008;-38.509812246842685;Zona_173;servicos medicos clinica
10512;24642038;LE MARRIE;4781400;COMENDADOR GARCIA ,2228 - PARQUE SAO JOSE ,FORTALEZA - CE;1381;-3.80141685;-38.59083776925587;Zona_352;moda confeccoes modas
10513;20083724;KIDS FOR FUN;1412601;JOAO CARVALHO ,800 - ALDEOTA ,FORTALEZA - CE;4421;-3.7386447;-38.5049899;Zona_207;confeccoes jeans moda
10514;39852831;BYLUA;8599604;CURITIBA ,232 - DOM LUSTOSA ,FORTALEZA - CE;5605;-3.7587611;-38.58566590598349;Zona_123;consultoria treinamentos servicos
10515;28249403;SANTALE;1412601;SILVA PAULET ,903 - ALDEOTA ,FORTALEZA - CE;4085;-3.7330977;-38.5047533;Zona_173;confeccoes jeans moda
10516;48494489;ECOGIX;8599604;WASHINGTON SOARES ,909 - EDSON QUEIROZ ,FORTALEZA - CE;5966;-3.76222565;-38.47971384441579;Zona_238;consultoria treinamentos servicos
10517;41179302;WONO;8211300;JOSE FRAGA NETO ,82 - CIDADE DOS FUNCIONARIOS ,FORTALEZA - CE;524;-3.7892481;-38.49972653892053;Zona_322;servicos consultoria coworking
10518;21613396;CASTANHA EMPREENDIMENTOS IMOBILIARIOS;6810201;SANTOS DUMONT ,3131 - ALDEOTA ,FORTALEZA - CE;13047;-3.7362064;-38.4969059;Zona_68;empreendimentos imoveis imobiliarios
10519;873914;DISMACOL;4744099;DOUTOR PLACIDO COELHO JUNIOR ,1231 - JARDIM DAS OLIVEIRAS ,FORTALEZA - CE;8315;-3.7793571;-38.5043436;Zona_144;construcao construcoes deposito
10520;35286597;AUTOGIRO RAPIDO;4511102;SANTOS DUMONT ,6740 - COCO ,FORTALEZA - CE;11925;-3.7448947;-38.47282039022944;Zona_247;veiculos car multimarcas
10521;25105476;A MOURA PAPEL DE PAREDE;8211300;SENADOR FERNANDES TAVORA ,6770 - JOQUEI CLUBE ,FORTALEZA - CE;70;-3.765136;-38.5765828;Zona_52;servicos consultoria coworking
10522;12054323;SUCOS SABOR VITAL;5611203;SANTOS DUMONT ,3130 - ALDEOTA ,FORTALEZA - CE;4886;-3.7368962;-38.49708;Zona_68;acai lanches cafe
10523;43747061;MLGD CONTABILIDADE E TREINAMENTOS;6920601;MARECHAL DEODORO ,221 - BENFICA ,FORTALEZA - CE;6379;-3.7378406;-38.5341406;Zona_285;contabilidade contabil assessoria
10524;7412224;CASA GRANDE;4712100;TIBURCIO CAVALCANTE ,1650 - ALDEOTA ,FORTALEZA - CE;3765;-3.73400225;-38.50224451269264;Zona_173;mercadinho comercial mercearia
10525;43874279;GAMA ADMINISTRACAO;8211300;SANTOS DUMONT ,3465 - ALDEOTA ,FORTALEZA - CE;850;-3.73746525;-38.49380147055197;Zona_68;servicos consultoria coworking
10526;49938047;MINIMERCADO IVONETE;4712100;VEREADOR JOSE MONTEIRO ,74 - CAIS DO PORTO ,FORTALEZA - CE;3914;-3.710522;-38.4661455;Zona_171;mercadinho comercial mercearia
10527;52096754;ARRIEGUA;6201501;DESEMBARGADOR MOREIRA ,1300 - ALDEOTA ,FORTALEZA - CE;12768;-3.7372857;-38.4994708;Zona_207;tecnologia software solucoes
10528;27678151;CONDOMINIO DOM PARQUE;8112500;DELMIRO GOUVEIA ,1484 - VARJOTA ,FORTALEZA - CE;7427;-3.7307507;-38.488304;Zona_347;condominio edificio residencial
10529;51475735;SABOR PREMIUM ALHO ROXO TRITURADO;4729699;SENADOR POMPEU ,834 - CENTRO ,FORTALEZA - CE;10925;-3.7265218;-38.5295116;Zona_227;acai suplementos alimentos
10530;38076734;ALELO SAUDE;8630503;FELINO BARROSO ,801 - FATIMA ,FORTALEZA - CE;5454;-3.7487589;-38.52780016632085;Zona_19;servicos medicos clinica
10531;10347286;VEJO SOLUCOES;6209100;RUA TORRES CAMARA ,644 - ALDEOTA ,FORTALEZA - CE;8659;-3.7362038;-38.5056302;Zona_173;tecnologia consultoria servicos
10532;18117264;IRACEMA RESIDENCE;8112500;LOPES TROVAO ,215 - MESSEJANA ,FORTALEZA - CE;7403;-3.8233878;-38.5015647;Zona_56;condominio edificio residencial
10533;19430261;CLINICA VLADIA BARROS;8630504;PAULA RODRIGUES ,241 - FATIMA ,FORTALEZA - CE;7597;-3.7523045;-38.5259048;Zona_158;odontologia clinica odonto
10534;46129807;GD BOUTIQUES;4781400;BARBOSA DE FREITAS ,1741 - ALDEOTA ,FORTALEZA - CE;1527;-3.7410653;-38.4985591;Zona_207;moda confeccoes modas
10535;10351636;MENINA DOS OLHOS;8230001;RUA PEREIRA VALENTE ,640 - MEIRELES ,FORTALEZA - CE;13134;-3.733846;-38.4922346;Zona_68;eventos producoes servicos
10536;38445114;RESIDENCIAL SOL NASCENTE;8112500;VILA RICA ,380 - SERRINHA ,FORTALEZA - CE;7432;-3.785292;-38.5506526;Zona_254;condominio edificio residencial
10537;36678953;2P TREINAMENTOS;8599604;MONSENHOR OTAVIO DE CASTRO ,435 - FATIMA ,FORTALEZA - CE;5903;-3.74628775;-38.526978990921336;Zona_19;consultoria treinamentos servicos
10538;12632876;ESWEL REPRESENTACOPES;4619200;VICENTE CELESTINO ,704 - PARQUE SANTA ROSA ,FORTALEZA - CE;12850;-3.81950835;-38.59426944653845;Zona_18;representacoes representacao comercio
10539;34959458;MARIA VAIDOSA;9602501;MARIA TOMASIA ,764 - ALDEOTA ,FORTALEZA - CE;10162;-3.7352454;-38.4979956;Zona_290;beleza studio barbearia
10540;22891564;MIX SUNDAE;5611203;DESEMBARGADOR LAURO NOGUEIRA ,1500 - PAPICU ,FORTALEZA - CE;4662;-3.7410039;-38.4737697;Zona_247;acai lanches cafe
10541;43347109;TEU PROXIMO PASSO;8599604;DOUTOR ERNESTO MONTEIRO ,1305 - SAPIRANGA / COITE ,FORTALEZA - CE;5764;-3.7889204;-38.4708881;Zona_212;consultoria treinamentos servicos
10542;35573077;ATP COWORKING & OFFICES;8211300;ENGENHEIRO SANTANA JUNIOR ,2977 - COCO ,FORTALEZA - CE;774;-3.7460365;-38.4890301;Zona_154;servicos consultoria coworking
10543;49421614;ZPLM HUB CRIATIVO;8230001;SANTOS DUMONT ,6740 - COCO ,FORTALEZA - CE;13183;-3.7448947;-38.47282039022944;Zona_247;eventos producoes servicos
10544;39825135;EXECUTA INCORPORACOES;4120400;DOM LUIS ,1200 - ALDEOTA ,FORTALEZA - CE;2781;-3.7362805;-38.4907015;Zona_68;construcoes engenharia construtora
10545;23804017;GRUPO TOP LOG;4930202;ARMANDO DALL'OLIO ,1700 - ENGENHEIRO LUCIANO CAVALCANTE ,FORTALEZA - CE;10672;-3.7811416;-38.4829603;Zona_184;transportes transporte logistica
10546;14000031;MAE RAINHA SERVICOS;8211300;SANTOS DUMONT ,2122 - ALDEOTA ,FORTALEZA - CE;685;-3.7329008;-38.509812246842685;Zona_173;servicos consultoria coworking
10547;15390579;RICARTE URBANO;6920601;MONSENHOR BRUNO ,1153 - ALDEOTA ,FORTALEZA - CE;6309;-3.7331422;-38.5094438;Zona_173;contabilidade contabil assessoria
10548;36422694;SABRINA CONCEITO MOVEIS E ESTOFADOS;4754701;BERNARDO MANUEL ,9219 - DENDE ,FORTALEZA - CE;15719;-3.8053086;-38.5535031;Zona_66;moveis casa comercio
10549;24931366;CAMURCA TRANSPORTES;7711000;BEZERRA DE MENEZES ,100 - FARIAS BRITO ,FORTALEZA - CE;12421;-3.7304863;-38.54115524601942;Zona_160;car rent locacoes
10550;16670914;TEMPERO GOURMET;5611201;DOUTOR BATISTA DE OLIVEIRA ,635 - PAPICU ,FORTALEZA - CE;2211;-3.7415889;-38.4792266;Zona_247;restaurante pizzaria pizza
10551;40001303;AOS CONSTRUCOES;4120400;MISTER HULL ,5080 - ANTONIO BEZERRA ,FORTALEZA - CE;2783;-3.7391453;-38.5900091;Zona_354;construcoes engenharia construtora
10552;31520320;ESFIHA & CIA;5611201;WASHINGTON SOARES ,3000 - ENGENHEIRO LUCIANO CAVALCANTE ,FORTALEZA - CE;2522;-3.7838385;-38.4822865;Zona_184;restaurante pizzaria pizza
10553;32478481;HELBOR RESERVA DA PRACA;8112500;JOSE BORBA VASCONCELOS ,440 - COCO ,FORTALEZA - CE;7266;-3.7465124;-38.472029;Zona_242;condominio edificio residencial
10554;31569406;ALEX LARANJEIRA ARQUITETO;7111100;RAMIRO FERREIRA FACANHA ,100 - LAGOA REDONDA ,FORTALEZA - CE;15783;-3.820325;-38.4520478;Zona_23;arquitetura estudio projetos
10555;48693166;COSTA EMERGENCY;8610102;THOMAS EDISON ,226 - PARANGABA ,FORTALEZA - CE;14485;-3.7805886;-38.5553037;Zona_225;servicos medicos med
10556;41994064;OTICA GIDEAO;4774100;CORONEL FRANCISCO PEREIRA ,400 - MESSEJANA ,FORTALEZA - CE;11331;-3.8286409;-38.4934707;Zona_20;otica optica oticas
10557;36896209;SABOR DE POLPA;4729699;SENADOR FERNANDES TAVORA ,1843 - HENRIQUE JORGE ,FORTALEZA - CE;10889;-3.7610557;-38.58437;Zona_123;acai suplementos alimentos
10558;42177834;HYPE ARQUITETURA E DESING;7111100;CORONEL LINHARES ,2400 - DIONISIO TORRES ,FORTALEZA - CE;15861;-3.7478825;-38.4977659;Zona_241;arquitetura estudio projetos
10559;35744823;EMPORIO DA TAPIOCA 05;5611201;BARBOSA DE FREITAS ,1487 - ALDEOTA ,FORTALEZA - CE;2279;-3.7387624;-38.4979514;Zona_207;restaurante pizzaria pizza
10560;51744335;ALVES COSTA IMOBILIARIA;6821801;PADRE SA LEITAO ,470 - HENRIQUE JORGE ,FORTALEZA - CE;9619;-3.7608803;-38.5810941;Zona_123;imoveis imobiliaria imobiliarios
10561;4685614;AVESSO CONFECCOES;1412601;CONTORNO NORTE ,1249 - CONJUNTO ESPERANCA ,FORTALEZA - CE;4324;-3.8152515;-38.5855789;Zona_167;confeccoes jeans moda
10562;16982139;IRACEMA CPDI;8211300;SENADOR POMPEU ,2874 - BENFICA ,FORTALEZA - CE;849;-3.74364015;-38.53487010128542;Zona_75;servicos consultoria coworking
10563;37622400;MENGER WATER CHEMICALS;7319002;CESAR FONSECA ,540 - COCO ,FORTALEZA - CE;9332;-3.74643495;-38.47417759032199;Zona_247;representacoes servicos consultoria
10564;42202493;LEONARDO NARCISO CONSULTORIA E DESENVOLVIMENTO;6204000;JOAO TOME ,378 - MONTE CASTELO ,FORTALEZA - CE;15223;-3.72802065;-38.547535274393326;Zona_164;consultoria tecnologia tech
10565;34492094;SC ACAI;5611203;13 DE MAIO ,866 - FATIMA ,FORTALEZA - CE;4587;-3.7508583;-38.5272978;Zona_234;acai lanches cafe
10566;45201096;CLA CONSULTORIA E SISTEMAS;8211300;VINTE E CINCO DE MARCO ,357 - CENTRO ,FORTALEZA - CE;865;-3.7272325;-38.5216026;Zona_95;servicos consultoria coworking
10567;19725164;COFFEE OFFICE;5611203;WASHINGTON SOARES ,55 - EDSON QUEIROZ ,FORTALEZA - CE;4527;-3.7538641;-38.4906286;Zona_114;acai lanches cafe
10568;5358945;PAULA ARAUJO CONFECCOES;4781400;JOAQUIM NABUCO ,2424 - DIONISIO TORRES ,FORTALEZA - CE;981;-3.74642655;-38.5051114;Zona_220;moda confeccoes modas
10569;20126530;MAGUS;5611203;FREDERICO BORGES ,186 - MEIRELES ,FORTALEZA - CE;4546;-3.73088695;-38.48939092510081;Zona_347;acai lanches cafe
10570;53211084;DIVERSIDADE STORE;4781400;VISCONDE DO RIO BRANCO ,1183 - CENTRO ,FORTALEZA - CE;1574;-3.7311682;-38.5248779;Zona_317;moda confeccoes modas
10571;19380269;UP TIME SOLUCOES EM MANUTENCAO;4321500;MINERVINO DE CASTRO ,1180 - RODOLFO TEOFILO ,FORTALEZA - CE;12024;-3.74108715;-38.54674523875454;Zona_53;solar servicos engenharia
10572;47279552;BASILIO SPETTUS;5611201;ELIZEU VIANA ,121 - JOAO XXIII ,FORTALEZA - CE;2337;-3.7723159;-38.5878789;Zona_168;restaurante pizzaria pizza
10573;48218961;REPUBLIC ACAI GELATERIA;4729699;REPUBLICA DO LIBANO ,1060 - MEIRELES ,FORTALEZA - CE;10911;-3.7337421;-38.48973551982496;Zona_347;acai suplementos alimentos
