CNPJ BÁSICO;NOME FANTASIA;CNAE FISCAL PRINCIPAL;EMDERECO COMPLETO;ID
7341100;FRATERNIDADE SANTA CLARA;9491000;NOSSA SENHORA DAS GRACAS ,526 - JACARECANGA ,FORTALEZA - CE;10532
14188400;CM;9491000;INACIO ORIA ,326 - MESSEJANA ,FORTALEZA - CE;10533
14576731;1 IGREJA DE CRISTO;9491000;ROSINHA SAMPAIO ,1542 - QUINTINO CUNHA ,FORTALEZA - CE;10534
14668605;COMUNIDADE CRISTA RAIZ DE DAVI;9491000;ARACA ,18 - BONSUCESSO ,FORTALEZA - CE;10535
12838353;CEIIB;9491000;PEDESTRE J ,24 - LAGOA REDONDA ,FORTALEZA - CE;10536
12937858;ASSEMBLEIA DE DEUS RIOS DE AGUA VIVA;9491000;COLETORA A ,785 - MONDUBIM ,FORTALEZA - CE;10537
13751324;ASEMBLEIA DE DEUS PENTECOSTAL CATEDRAL DA FE;9491000;PRIMEIRO DE MAIO ,686 - BONSUCESSO ,FORTALEZA - CE;10538
14667601;IGREJA CRISTA VIDA;9491000;JOSE ALVES CAMPOS ,380 - GUARARAPES ,FORTALEZA - CE;10539
16788756;IGREJA PENTECOSTAL ALIANCA DE ISRAEL;9491000;MARIA CLARA ,541 - JARDIM IRACEMA ,FORTALEZA - CE;10540
8374212;IGREJA EVANGELICA ASSEMBLEIA DE DEUS BETHEL;9491000;ROSINHA SAMPAIO ,1199 - QUINTINO CUNHA ,FORTALEZA - CE;10541
18290104;ASSEMBLEIA DE DEUS MINISTERIO NOVO TEMPO;9491000;DOUTOR DEPUTADO MANOEL RODRIGUES MONTEIRO ,1486 - VICENTE PIZON ,FORTALEZA - CE;10542
18506368;IGREJA PRESBITERIANA KAIROS;9491000;BULGARIA ,823 - VILA MANOEL SATIRO ,FORTALEZA - CE;10543
18972376;IGREJA ASSEMBLEIA DE DEUS PENTECOSTAL DEUS E FOGO;9491000;PAULO CANDIDO ,384 - JARDIM CEARENSE ,FORTALEZA - CE;10544
19026231;SIC;9491000;DOS COQUEIRAIS ,S/N - FLORESTA ,FORTALEZA - CE;10545
21102669;IGREJA EVANGELICA ASSEMBLEIA DE DEUS MINT.REM.DE ISRAEL;9491000;SANTA CATARINA ,800 - DEMOCRITO ROCHA ,FORTALEZA - CE;10546
18043864;TOCA DE ASSIS - FPSS;9491000;JOAO PESSOA ,5052 - DAMAS ,FORTALEZA - CE;10547
21824808;ASSEMBLEIA DE DEUS GERACAO DE ADORADORES;9491000;CECILIA MEIRELES ,260 - MESSEJANA ,FORTALEZA - CE;10548
22810597;IGREJA CRISTA DESPERTAR;9491000;LAURO MAIA ,1385 - FATIMA ,FORTALEZA - CE;10549
23019588;IGREJA ASSEMBLEIA DE DEUS PERSEVERAR EM CRISTO;9491000;OLIVEIRA SOBRINHO ,2435 - GRANJA PORTUGAL ,FORTALEZA - CE;10550
20491547;DISCIPULADO DE JESUS CRISTO;9491000;ALVES BEZERRA ,543 - SIQUEIRA ,FORTALEZA - CE;10551
23707160;IEP;9491000;JACOPEMBA ,86 - MONDUBIM ,FORTALEZA - CE;10552
15696707;FILHOS DA MISERICORDIA;9491000;Q ,93 - ITAPERI ,FORTALEZA - CE;10553
9070685;IGREJA MISSIONARIA LIBERDADE E VIDA;9491000;CORREGO DAS FLORES ,205 - MEIRELES ,FORTALEZA - CE;10554
26182914;ASSEMBLEIA DE DEUS VINHO NOVO;9491000;LUCAS PINTO ,68 - CRISTO REDENTOR ,FORTALEZA - CE;10555
26522642;IEADA;9491000;ARTUR DE SOUSA ,830 - PLANALTO AYRTON SENNA ,FORTALEZA - CE;10556
30007487;MOSTEIRO DA VISITACAO;9491000;ALBERTO CRAVEIRO ,2222 - BOA VISTA ,FORTALEZA - CE;10557
4957843;ASSEMBLEIA DE DEUS CANAA;9491000;IRMA BAZET ,961 - MONTESE ,FORTALEZA - CE;10558
30868312;IGREJA BIBLICA BATISTA EM PARANGABA;9491000;DO GIRO ,30 - PARANGABA ,FORTALEZA - CE;10559
37222959;PAZ E BEM;9491000;BARAO DE STUDART ,2360 - JOAQUIM TAVORA ,FORTALEZA - CE;10560
42731964;ASSOCIACAO DE AMOR O VERBO;9491000;TANCREDO DE SOUZA CARVALHO ,1283 - EDSON QUEIROZ ,FORTALEZA - CE;10561
45085885;IGREJA AS NACOES FORTALEZA;9491000;JOVITA FEITOSA ,3125 - AMADEU FURTADO ,FORTALEZA - CE;10562
47114049;IGREJA PENTECOSTAL RESTITUINDO PELA PALAVRA;9491000;1133 (CONJ. CEARA I) ,177 - CONJUNTO CEARA I ,FORTALEZA - CE;10563
49814602;IGREJA DO NAZARENO ESPERANCA DE FORTALEZA;9491000;ANTONIO FURTADO ,41 - JOAQUIM TAVORA ,FORTALEZA - CE;10564
50395738;IGREJA DA FAMILIA;9491000;PADRE GUERRA ,2440 - PARQUELANDIA ,FORTALEZA - CE;10565
50787490;CIF;9491000;ERICO MOTA ,978 - AMADEU FURTADO ,FORTALEZA - CE;10566
51508920;IGREJA CRISTA MISSIONARIA;9491000;TOMAS ILDEFONSO ,700 - CAMBEBA ,FORTALEZA - CE;10567
5196859;RAYSAN TRANSPORTES;4930202;FREI HENRIQUE ,110 - MESSEJANA ,FORTALEZA - CE;10568
1701094;JM EXPRESS;4930202;DOUTOR SILAS MUNGUBA ,4820 - SERRINHA ,FORTALEZA - CE;10569
4127853;NORDESTTE;4930202;ARMANDO MONTEIRO ,333 - VILA UNIAO ,FORTALEZA - CE;10570
73391252;AGIL TRANSPORTE;4930202;BR-116 ,3200 - PARQUE SANTA MARIA ,FORTALEZA - CE;10571
4473144;RODOVIARIO CASSIANO;4930202;BR 116 ,2928 - ANCURI ,FORTALEZA - CE;10572
7617322;PAS TRANSPORTES;4930202;WASHINGTON SOARES ,55 - EDSON QUEIROZ ,FORTALEZA - CE;10573
1297633;SEMEL TRANSPORTES DE CARGAS EM GERAL;4930202;JOSE HIPOLITO ,277 - MESSEJANA ,FORTALEZA - CE;10574
8313431;SOBRAL EXPRESS;4930202;PROFESSOR HERIBALDO COSTA ,89 - JOAO ARRUDA ,FORTALEZA - CE;10575
8624747;GRANTERRA;4930202;ESTUDANTE SILVIO CARNEIRO ,37 - PAUPINA ,FORTALEZA - CE;10576
8669283;BRAZUCA LOCACOES;4930202;14 (CONJ. HAB. RESID. MARTIM SOARES MORENO) ,160 - SERRINHA ,FORTALEZA - CE;10577
20605599;TRANSMOURA;4930202;VALDEMAR FIGUEIREDO ,903 - MONDUBIM ,FORTALEZA - CE;10578
9912630;MIRANDA TRANSPORTES;4930202;DOUTORA WANDA SIDOU ,173 - CAJAZEIRAS ,FORTALEZA - CE;10579
11374827;COMERCIAL V2;4930202;GERARDO MARGELA SOARES FROTA ,1045 - MESSEJANA ,FORTALEZA - CE;10580
12471705;BOM SONO;4930202;CONTORNO SUL DO CONJUNTO ESPERANCA ,299 - CONJUNTO ESPERANCA ,FORTALEZA - CE;10581
14457668;NARGTRANS;4930202;EDESIO MONTEIRO ,1142 - ANCURI ,FORTALEZA - CE;10582
12694023;CENTRO DE DISTRIBUICAO BB+;4930202;GOIS MONTEIRO ,1132 - ANTONIO BEZERRA ,FORTALEZA - CE;10583
7579025;GRUPO SIBRA;4930202;JERONIMO DE ALBUQUERQUE ,590 - BARRA CEARA ,FORTALEZA - CE;10584
45110319;ESTA POSTE;4930202;GERARDO MAGELA SOARES FROTA ,1045 - MESSEJANA ,FORTALEZA - CE;10585
17073513;HORUS LOGISTICS;4930202;CONSELHEIRO VIEIRA DA SILVA ,355 - PARQUELANDIA ,FORTALEZA - CE;10586
17271563;RODO PRIME;4930202;JOSE EUCLIDES ,108 - FATIMA ,FORTALEZA - CE;10587
14723477;L.L. TRANSPORTES;4930202;BEZERRA DE MENEZES ,1250 - SAO GERARDO ,FORTALEZA - CE;10588
19912167;LESSA TRANSPORTES;4930202;ANTONIO ALMEIDA ,274 - PEDRAS ,FORTALEZA - CE;10589
21190288;G5 LOG;4930202;EPAMINONDAS FROTA ,15 - VILA UNIAO ,FORTALEZA - CE;10590
9576958;TRANSPORTE RODOVIARIO 1500;4930202;BR 116 ,5820 - PEDRAS ,FORTALEZA - CE;10591
24054442;TRANSPORTE NOSSA SENHORA DE FATIMA;4930202;SANTO AGOSTINHO ,1345 - CANINDEZINHO ,FORTALEZA - CE;10592
24666119;MUNDIAL SERVICOS;4930202;AMANCIO PEREIRA ,295 - PASSARE ,FORTALEZA - CE;10593
20920779;FGP INTERNATIONAL LOGISTIC;4930202;CORONEL BELO ,121 - AEROLANDIA ,FORTALEZA - CE;10594
21100206;TRANSPORTADORA SOMETAL;4930202;VALDIZAR SALDANHA FONTENELE ,42 - LAGOA REDONDA ,FORTALEZA - CE;10595
27334463;CS TRANSPORTES;4930202;12 DO CONJUNTO RESIDENCIAL PEQUENO MONDUBIM ,55 - MONDUBIM ,FORTALEZA - CE;10596
35296186;FIZINHO TRANSPORTES;4930202;DESEMBARGADOR GONZAGA ,1900 - PARQUE IRACEMA ,FORTALEZA - CE;10597
18233211;SOLISTICA;4930202;ANEL VIARIO ,2700 - PEDRAS ,FORTALEZA - CE;10598
37730305;F&P TRANSPORTES;4930202;FRANCISCO ALVES ,220 - PADRE ANDRADE ,FORTALEZA - CE;10599
37807656;AM LOG;4930202;PALMEIRA DOS INDIOS ,2222 - PEDRAS ,FORTALEZA - CE;10600
12062320;TRANS VMC FORTALEZA;4930202;JOSE OLIMPIO ,270 - PAUPINA ,FORTALEZA - CE;10601
24895241;VIA LOG;4930202;BR 116 ,5820 - PEDRAS ,FORTALEZA - CE;10602
42105351;MUNDIAL TRANSPORTE DE VEICULOS;4930202;BR 116 ,6300 - AEROLANDIA ,FORTALEZA - CE;10603
42109192;MM TRANSPORTES;4930202;01 (LOT GRANJA PALESTINA) ,590 - PARQUE PRESIDENTE VARGAS ,FORTALEZA - CE;10604
42366118;SJ TRANSPORTES;4930202;C LOTEAMENTO PARQUE MONTENEGRO I ,910 - PARQUE DOIS IRMAOS ,FORTALEZA - CE;10605
42779050;EZ LOGISTICA E TRANSPORTE;4930202;BR 116 ,2928 - PARQUE SANTA MARIA ,FORTALEZA - CE;10606
43400519;PRIME TRANSPORTES E REBOQUES;4930202;BR 116 ,6300 - AEROLANDIA ,FORTALEZA - CE;10607
43503062;AL TRANSPORTES;4930202;CORONEL ANTONIO SAMPAIO ,350 - PAUPINA ,FORTALEZA - CE;10608
43668289;DR CARGO;4930202;FRANCISCO JOSE ALBUQUERQUE PEREIRA ,282 - CAJAZEIRAS ,FORTALEZA - CE;10609
26217111;MORADA NOVA TRANSPORTES;4930202;GUILHERME ROCHA ,253 - CENTRO ,FORTALEZA - CE;10610
44149556;MEGA FRETES TRANSPORTES;4930202;MISTER HULL ,5182 - ANTONIO BEZERRA ,FORTALEZA - CE;10611
44540963;J2R TRANSPORTES;4930202;DOM LUIS ,176 - ALDEOTA ,FORTALEZA - CE;10612
20511709;LOGTUDO SOLUCOES LOGISTICAS;4930202;JULIO AZEVEDO ,1730 - COCO ,FORTALEZA - CE;10613
46149923;DOM FALCAO CARGAS;4930202;EDSON MARTINS ,1118 - BOM JARDIM ,FORTALEZA - CE;10614
47094109;P.C.LOGISTICA E SERVICOS;4930202;103 (CONJ. CEARA II) ,12 - CONJUNTO CEARA II ,FORTALEZA - CE;10615
47259670;S&P IMPERMEABILIZACAO;4930202;JOAQUIM EMIDIO DE CASTRO ,137 - PARQUE MANIBURA ,FORTALEZA - CE;10616
30386259;BRAEX ENCOMENDAS;4930202;MANUEL ARRUDA ,710 - MESSEJANA ,FORTALEZA - CE;10617
47705167;LMB CARGAS;4930202;DIREITA ,502 - PLANALTO AYRTON SENNA ,FORTALEZA - CE;10618
48214573;ALLPHA CONSTRUCOES E TRANSPORTES;4930202;ENGENHEIRO HUMBERTO MONTE ,2929 - PICI ,FORTALEZA - CE;10619
49976131;ONLOG CENTRO;4930202;PRESIDENTE CASTELO BRANCO ,70 - CENTRO ,FORTALEZA - CE;10620
36434531;TRANSPORTES LOGVEM CEARA;4930202;BARAO DE STUDART ,1165 - ALDEOTA ,FORTALEZA - CE;10621
50509435;MASTER TRANSPORTES;4930202;SARGENTO HERMINIO SAMPAIO ,3100 - PRESIDENTE KENNEDY ,FORTALEZA - CE;10622
50738083;N & N TRANSPORTES;4930202;BARAO DE STUDART ,1165 - ALDEOTA ,FORTALEZA - CE;10623
50882529;ATN LOG;4930202;ACARI ,101 - PEDRAS ,FORTALEZA - CE;10624
50917064;WS TRANSPORTES;4930202;PRESIDENTE COSTA E SILVA ,1901 - JANGURUSSU ,FORTALEZA - CE;10625
51333905;BRCARGAS TRANSPORTES;4930202;PROFESSOR GOMES DE MATOS ,798 - BOM FUTURO ,FORTALEZA - CE;10626
51528306;DASART TRANSPORTE & LOGISTICA;4930202;MANOEL COSTA ,3377 - PAUPINA ,FORTALEZA - CE;10627
51566620;MD TRANSPORTES;4930202;BARAO DE STUDART ,1165 - ALDEOTA ,FORTALEZA - CE;10628
51825249;L&C TRANSPORTES;4930202;I DO LOTEAMENTO PARQUE MONTENEGRO II ,530 - PREFEITO JOSE WALTER ,FORTALEZA - CE;10629
52484322;TM TRANSPORTES;4930202;DEPUTADO SEBASTIAO BRASILINO DE FREITAS ,1900 - PARQUE IRACEMA ,FORTALEZA - CE;10630
52631989;DIMENSAO AGRONEGOCIOS;4930202;ENGENHEIRO HUMBERTO MONTE ,2929 - PICI ,FORTALEZA - CE;10631
1543354;EXPRESSO SAO LUIZ;4930202;2 DE OUTUBRO ,23 - PARQUELANDIA ,FORTALEZA - CE;10632
5587684;GP TRANSPORTES E ESCAVACOES;4930202;CAPITAO HUGO BEZERRA ,230 - BARROSO ,FORTALEZA - CE;10633
4210139;TRANSMAK;4930202;TRAJANO DE MORAIS ,01020 - PASSARE ,FORTALEZA - CE;10634
925984;LOTRAN;4930202;DOUTOR SILAS MUNGUBA ,4820 - SERRINHA ,FORTALEZA - CE;10635
6939138;VITORIA MOTOS;4930202;ABEL  GARCIA ,1110 - VILA  UNIAO ,FORTALEZA - CE;10636
3205584;RODOFORTALEZA;4930202;FRANCISCA CLOTILDE ,365 - RODOLFO TEOFILO ,FORTALEZA - CE;10637
72315807;MAGIS LOG;4930202;BR 116 ,5820 - PEDRAS ,FORTALEZA - CE;10638
7598080;A.S. TRANSPORTES;4930202;OSORIO DE PAIVA ,6297 - CANINDEZINHO ,FORTALEZA - CE;10639
7674184;RG CARGAS;4930202;AZEVEDO BOLAO ,532 - PARQUE ARAXA ,FORTALEZA - CE;10640
35960202;TRANSPORTADORA BELMOK;4930202;BR-116 ,5820 - PEDRAS ,FORTALEZA - CE;10641
5919719;PORTOBRAS TRANSPORTE E LOGISTICA;4930202;BR 116 ,5830 - PEDRAS ,FORTALEZA - CE;10642
35095108;FREIRES TRANSPORTES;4930202;ISABEL BEZERRA ,400 - PARQUE SANTA MARIA ,FORTALEZA - CE;10643
7924500;PRA ONTEM;4930202;INSTITUTO DO CEARA ,162 - BENFICA ,FORTALEZA - CE;10644
5703901;SANTIAGO TRANSPORTES;4930202;12 ,10 - MONDUBIM ,FORTALEZA - CE;10645
274227;J A TRANSPORTES;4930202;MORADA NOVA (PLANALTO AYRTON SENNA) ,347 - PLANALTO AYRTON SENNA ,FORTALEZA - CE;10646
5875303;OMEGA TRANSPORTES;4930202;CEL ALIPIO CUNHA ,660 - MESSEJANA ,FORTALEZA - CE;10647
10586656;FORTALCAP;4930202;NEUDELIA MONTE ,670 - JOSE DE ALENCAR ,FORTALEZA - CE;10648
10783704;VISAO TRANSPORTES;4930202;SAO CIPRIANO ,191 - PASSARE ,FORTALEZA - CE;10649
11875855;JEANNE TRUCK SERVICE;4930202;E ,70 - JANGURUSSU ,FORTALEZA - CE;10650
11767206;YES TRANSPORTES;4930202;JOSE SABOIA ,521 - MUCURIPE ,FORTALEZA - CE;10651
97551055;LBG EMPLACAMENTOS;4930202;GODOFREDO MACIEL ,2805 - JARDIM CEARENSE ,FORTALEZA - CE;10652
3471254;LF TRANSPORTES LTDA;4930202;BARAO DE LUCENA ,96 - GUAJIRU ,FORTALEZA - CE;10653
15387537;MORARE;4930202;DESEMBARGADOR LAURO NOGUEIRA ,1500 - PAPICU ,FORTALEZA - CE;10654
4017735;E L LOCACOES;4930202;RANGEL PESTANA ,950 - SAPIRANGA ,FORTALEZA - CE;10655
688635;SLB LTDA;4930202;CORONEL LINHARES ,950 - MEIRELES ,FORTALEZA - CE;10656
16912860;RDX LOG;4930202;JOAO CORDEIRO ,3069 - JOAQUIM TAVORA ,FORTALEZA - CE;10657
11318709;IMPAKTO TRANSPORTES;4930202;FRANCISCO SA ,6365 - BARRA DO CEARA ,FORTALEZA - CE;10658
17349935;TELESERVICOS;4930202;ITALIA ,577 - MARAPONGA ,FORTALEZA - CE;10659
17400598;FRETE ESPERANCA;4930202;JOAO LUIS SANTIAGO ,500 - JARDIM DAS OLIVEIRAS ,FORTALEZA - CE;10660
18410044;ICARGAS EXPRESS;4930202;OSCAR BENEVIDES ,206 - MONDUBIM ,FORTALEZA - CE;10661
16422522;CHRONOS TRANSPORTES;4930202;HONORATO SILVA ,497 - PARQUE SANTA MARIA ,FORTALEZA - CE;10662
10908192;JM EXPRESS;4930202;DOUTOR SILAS MUNGUBA ,4820 - ITAPERI ,FORTALEZA - CE;10663
19737558;ASC TRANSPORTES;4930202;OLIVEIRA PAIVA ,2579 - PARQUE MANIBURA ,FORTALEZA - CE;10664
20156701;VISA LOG TRANSPORTE;4930202;POMPILIO GOMES ,188 - PASSARE ,FORTALEZA - CE;10665
20903442;AD TRANSPORTES;4930202;HOMEM DE MELO ,514 - MESSEJANA ,FORTALEZA - CE;10666
21601855;T R F TRANSPORTES;4930202;RODOVIA DO CONTORNO CEASA ,1412 - PEDRAS ,FORTALEZA - CE;10667
21909089;AGENCIA DE CARGAS MAURICIO;4930202;NORVINDA PIRES ,31 - ALDEOTA ,FORTALEZA - CE;10668
22094019;J3 TRANSPORTES;4930202;EMILIO DE MENEZES ,2506 - GRANJA PORTUGAL ,FORTALEZA - CE;10669
22290744;JG DISTRIBUIDORA;4930202;WASHINGTON SOARES ,3663 - EDSON QUEIROZ ,FORTALEZA - CE;10670
23025822;RV CARGAS;4930202;DEPUTADO PAULINO ROCHA ,1311 - CAJAZEIRAS ,FORTALEZA - CE;10671
23804017;GRUPO TOP LOG;4930202;ARMANDO DALL'OLIO ,1700 - ENGENHEIRO LUCIANO CAVALCANTE ,FORTALEZA - CE;10672
11569378;REMEX;4930202;ALVARO MARTINS ,193 - DAMAS ,FORTALEZA - CE;10673
8408419;BRASA LOGISTICA;4930202;LUCIANO ALVES ,3397 - JANGURUSSU ,FORTALEZA - CE;10674
27853278;PAULINHO TRANSPORTE;4930202;SANTA MONICA ,170 - NOVO MONDUBIM ,FORTALEZA - CE;10675
82132978;GLAMAR;4930202;JOSE OLIMPIO ,410 - PAUPINA ,FORTALEZA - CE;10676
28698037;TRANSPAN;4930202;JULIO BRAGA ,296 - PARANGABA ,FORTALEZA - CE;10677
29307101;SAO MATEUS TRANSPORTES E REPRESENTACAO;4930202;9 (CJ PLANALTO ITAPERI) ,140 - PARQUE DOIS IRMAOS ,FORTALEZA - CE;10678
31486433;RIBEIRO CARGAS;4930202;JORNALISTA TOMAZ COELHO ,1878 - BARROSO ,FORTALEZA - CE;10679
31895233;VENDE MAIS REPRESENTACOES;4930202;PEREIRA VALENTE ,578 - MEIRELES ,FORTALEZA - CE;10680
32159597;JEXPRESS;4930202;ENGENHEIRO LEAL LIMA VERDE ,1100 - SAPIRANGA / COITE ,FORTALEZA - CE;10681
33142015;LK TRANSPORTES;4930202;VINTE DE JANEIRO ,1635 - BARRA DO CEARA ,FORTALEZA - CE;10682
13647980;PAGLOG;4930202;PROFESSOR MOZART SOLON ,202 - PRAIA DO FUTURO I ,FORTALEZA - CE;10683
17932436;STOCKTRANS LOGISTICA;4930202;BR 116 ,3300 - PARQUE SANTA MARIA ,FORTALEZA - CE;10684
35983138;FORTENTREGA;4930202;ARY BARROSO ,70 - PAPICU ,FORTALEZA - CE;10685
11831439;TEXASLOG;4930202;GUARANI (PAUPINA) ,482 - PAUPINA ,FORTALEZA - CE;10686
23497696;EXPRESSO BR;4930202;BR 116 ,4220 - PAUPINA ,FORTALEZA - CE;10687
38146432;R & J TRANSPORTES E LOGISTICA;4930202;PADRE AUZI SAMPAIO ,226 - PRESIDENTE KENNEDY ,FORTALEZA - CE;10688
35805588;MATLOG TRANSPORTES;4930202;WASHINGTON SOARES ,4835 - JOSE DE ALENCAR ,FORTALEZA - CE;10689
75553115;TRANSPORTE RODOVIARIO DE CARGAS ZAPPELLINI;4930202;DOM LUIS ,807 - MEIRELES ,FORTALEZA - CE;10690
40499559;TRANSPORTADORA 2 IRMAOS;4930202;DOUTOR EDSON CARVALHO LIMA ,327 - PADRE ANDRADE ,FORTALEZA - CE;10691
40728485;OMEGA COURIER;4930202;FRANCISCO JOSE ALBUQUERQUE PEREIRA ,656 - CAJAZEIRAS ,FORTALEZA - CE;10692
41006460;G LOG LOGISTICA E TRANSPORTE;4930202;PADRE PEDRO DE ALENCAR ,1141 - MESSEJANA ,FORTALEZA - CE;10693
41820554;LALA DAS ENCOMENDAS;4930202;JULIO VERNE ,65 - SERRINHA ,FORTALEZA - CE;10694
35364161;LAST MILE LOGISTICA;4930202;VICENTE LINHARES ,500 - ALDEOTA ,FORTALEZA - CE;10695
29895294;LADOS TRANSPORTES;4930202;ARY BARROSO ,70 - PAPICU ,FORTALEZA - CE;10696
37654115;BRAEX ENCOMENDAS;4930202;MANOEL ARRUDA ,710 - MESSEJANA ,FORTALEZA - CE;10697
43367131;GTN TRANSPORTES;4930202;COLETOR ANTONIO GADELHA ,271 - MESSEJANA ,FORTALEZA - CE;10698
26987492;BRT TRANSPORTES;4930202;BARAO DE ARATANHA ,275 - CENTRO ,FORTALEZA - CE;10699
26435102;KLP;4930202;FRANCISCO SA ,7785 - BARRA DO CEARA ,FORTALEZA - CE;10700
40771825;ICARUSLOG;4930202;DEPUTADO PAULINO ROCHA ,1799 - BARROSO ,FORTALEZA - CE;10701
35629465;DBS SERVICOS;4930202;MINISTRO JOSE AMERICO ,326 - PARQUE IRACEMA ,FORTALEZA - CE;10702
44138227;LIDER TRANSPORTE;4930202;TENENTE AURELIO SAMPAIO ,111 - AEROLANDIA ,FORTALEZA - CE;10703
44898105;RIBEIRO TRANSPORTES;4930202;MONSENHOR SALVIANO ,98 - PARANGABA ,FORTALEZA - CE;10704
45214397;A.M.S TRANSPORTES;4930202;QUARTO ANEL VIARIO ,1670 - PEDRAS ,FORTALEZA - CE;10705
45683054;CMR TRANSPORTES RODOVIARIOS;4930202;VISCONDE DO RIO BRANCO ,3810 - FATIMA ,FORTALEZA - CE;10706
45719446;M 7 EXPRESS TRANSPORTE E LOGISTICA;4930202;EGIDIO DE OLIVEIRA ,101 - JOSE DE ALENCAR ,FORTALEZA - CE;10707
45992800;INOVA LOGISTICA;4930202;BR 116 ,3200 - PARQUE SANTA MARIA ,FORTALEZA - CE;10708
47638810;BENONI LOGISTICA;4930202;BR 116 ,5820 - PEDRAS ,FORTALEZA - CE;10709
38469704;MCP COMERCIAL E PRESTACAO DE SERVICOS FILIAL LTDA;4930202;PADRE VALDIR DANTAS ,440 - PEDRAS ,FORTALEZA - CE;10710
48160556;CNLL TRANSPORTES;4930202;BR 116 ,13778 - CAJAZEIRAS ,FORTALEZA - CE;10711
50924490;KING TRANSPORTES;4930202;DOUTOR PERGENTINO MAIA ,555 - MESSEJANA ,FORTALEZA - CE;10712
51186403;VENTURA TRANSPORTE;4930202;BR 116 ,6300 - AEROLANDIA ,FORTALEZA - CE;10713
51800658;D M PESCA E LOGISTICA;4930202;CONSELHEIRO LAFAYETTE ,873 - JARDIM IRACEMA ,FORTALEZA - CE;10714
47663552;FORNECEDORA TRANSPORTES;4930202;BR 116 ,2440 - CAJAZEIRAS ,FORTALEZA - CE;10715
52457503;AUTO TRANSPORTES;4930202;JOAO CORDEIRO ,3069 - JOAQUIM TAVORA ,FORTALEZA - CE;10716
52622409;MR TRANSPORTES;4930202;FRANCISCO GLICERIO ,290 - MARAPONGA ,FORTALEZA - CE;10717
4974172;MULTICARGAS;4930202;BR-116 ,2633 - PARQUE IRACEMA ,FORTALEZA - CE;10718
115541;PR ASSESSORIA DE TRANSPORTE E SERVICOS;4930202;ALVARO MARTINS ,193 - JARDIM AMERICA ,FORTALEZA - CE;10719
5924053;RAYG TRANSPORTES;4930202;NS 03 ,36 - CIDADE DOS FUNCIONARIOS ,FORTALEZA - CE;10720
73316630;MTL TRANSPORTES;4930202;ACARI ,107 - PEDRAS ,FORTALEZA - CE;10721
2862693;COMPANY LOC;4930202;VEREADOR PEDRO PAULO ,84 - JARDIM DAS OLIVEIRAS ,FORTALEZA - CE;10722
4700344;TURISPLAN TRANSPORTE E TURISMO;4930202;MOACIR MACHADO ,264 - VILA UNIAO ,FORTALEZA - CE;10723
4765272;INACIO TRANSPORTE;4930202;JOAQUIM MACHADO ,220 - PAUPINA ,FORTALEZA - CE;10724
7465324;SAMPAIO TRANSPORTES;4930202;PALMA ,33 - MESSEJANA ,FORTALEZA - CE;10725
4633882;R. M.;4930202;CAPITAO HUGO BEZERRA ,475 - BARROSO ,FORTALEZA - CE;10726
3396270;CODIFRIOS;4930202;CASTELO DE CASTRO ,278 - CONJUNTO SAO CRISTOVAO ,FORTALEZA - CE;10727
10471713;TRANSDU TRANSPORTE DE VEICULOS;4930202;BR 116, KM 03 ,6300 - ALTO DA BALANCA ,FORTALEZA - CE;10728
11309056;CELIO TRANSPORTES;4930202;CAPITAO VASCONCELOS ,830 - ALTO DA BALANCA ,FORTALEZA - CE;10729
11564365;ROTA AZUL TRANSPORTES E LOGISTICA;4930202;F DO LOTEAMENTO CAJAZEIRAS II ,92 - CAJAZEIRAS ,FORTALEZA - CE;10730
11696731;AUTOVIARIA BERG MUDANCAS;4930202;115 (CJ TUPAN MIRIM) ,61 - PARQUE DOIS IRMAOS ,FORTALEZA - CE;10731
49499551;TRANSRAP;4930202;AUGUSTA BENEVIDES ,999 - PARQUE SANTA MARIA ,FORTALEZA - CE;10732
13015126;VIP EXPRESS;4930202;JULIO VERNE ,82 - SERRINHA ,FORTALEZA - CE;10733
14026426;MEGA FRETE TRANSPORTES;4930202;1016 ,135 - CONJUNTO CEARA ,FORTALEZA - CE;10734
14255659;EMILLY TRANSPORTE E SERVICOS;4930202;NOSSA SENHORA DA GLORIA ,1155 - BARROSO ,FORTALEZA - CE;10735
12356146;TRANSVIANA LTDA;4930202;ELISEU UCHOA BECCO ,350 - GUARARAPES ,FORTALEZA - CE;10736
8956174;RGS TRANSPORTE AEREO;4930202;BR 116 ,3200 - ANCURI ,FORTALEZA - CE;10737
14770007;BRENO TRANSPORTE E TURISMO;4930202;LUCIANO DE QUEIROS ,471 - HENRIQUE JORGE ,FORTALEZA - CE;10738
17639587;TRANSMARCAL;4930202;ONZE DE JULHO ,262 - CARLITO PAMPLONA ,FORTALEZA - CE;10739
15774381;JJ TRANSPORTADORA;4930202;ARY BARROSO ,70 - PAPICU ,FORTALEZA - CE;10740
20920715;LG TRANSPORTES & LOGISTICA;4930202;F (MONDUBIM) ,247 - MONDUBIM ,FORTALEZA - CE;10741
21750642;ML TRANSPORTES;4930202;GERONCIO BRIGIDO NETO ,235 - ANTONIO DIOGO ,FORTALEZA - CE;10742
21965411;MUNDLAR TRANSPORTES;4930202;REJANE ,180 - NOVO MONDUBIM ,FORTALEZA - CE;10743
22543663;ACRE TRANSPORTES;4930202;AUDIZIO PINHEIRO ,1013 - HENRIQUE JORGE ,FORTALEZA - CE;10744
